county,embedding
Mississippi Missouri,"0.005282163150000001,-0.019876921999999998,-0.0150282985,0.019820069,-0.006376263,-0.015543968,0.011453931999999998,-0.00980787205,0.0201927298,0.008056109799999999,-0.0012880904999999993,-0.0141872125,-0.008492355200000001,-0.008789663,0.0024085895,0.0091246954,0.0031161555,-0.01545004535,-0.00183192505,-0.0033549977999999996,0.00311151775,0.00830666055,0.00526631851,-0.0120271598,-0.010379082675,-0.00818514765,0.0079102803,-0.0077038316499999995,-0.00728474167,-0.004227668600000001,0.002745296825,0.0007553722,0.003823676025,-0.0081257159875,-0.0036959737800000003,0.010664274085,0.0013580835599999999,-0.0083117630605,0.0027043401350000003,0.008012590305000001,0.0048950476585,-0.01297671702,0.009186211235,0.003297654965,0.00187925051,-0.009771106895,-0.0075849693050000005,0.007145300975,-0.004546232935,-3.4556846500000002"
Missoula Montana,"0.012392160000000001,0.007329400000000001,-0.0031469700000000007,-0.06072873,-0.01130993,0.002811260000000001,-0.009578050000000001,0.012097015,0.003703385,-0.02902043,-0.015122774999999998,0.0012860650000000003,-0.014694879999999999,0.01757056,0.0040612750000000005,-0.000770125,-0.00197225,0.003620565,0.0053111,-0.021612560000000003,-0.00530612,-0.005656795,-0.00883406,-0.00889992,-0.005859850000000001,-0.00018265500000000032,0.0020047850000000002,0.009357245,0.008710685,0.001050055,-0.0031360499999999996,-0.0005664000000000001,0.01560283,0.001633305,-0.003531725,-0.007299705,0.00508178,-0.004118835,0.01409667,0.01159919,0.00633874,0.00514271,0.005185695,0.0025978200000000003,-0.007922239999999999,0.00276256,0.005780285,-0.0017335749999999998,-0.00468631,-0.00423545"
Mitchell Georgia,"-0.031523989,0.016009558,-0.024466578,-0.002115773432,0.017604238050000002,0.00144143615,0.007211256500000001,-0.01468852415,0.0032579260000000004,0.015903049,0.011845358,0.0015052299999999998,0.0103002189,-0.0068524376,-0.01841749005,0.0022351748,-0.0017670699500000001,-0.00147032155,-0.0087461001,0.006642237,0.0029549973099999996,-0.010437589865,0.010897950449999999,0.009406067,-0.0085133697,-0.004532214499999999,0.00488978245,0.0020904152,-0.0051846242,-0.0070584518499999995,-0.00481527305,0.0017792177499999996,0.0026208596499999997,0.0031930412000000003,0.00162623222,0.0061947712050000004,0.00048466644999999985,0.0050060192,0.0004547532500000001,0.00446879915,-0.0016957602849999999,-0.00097513655,0.00755530415,-0.004803879499999999,-0.00152745275,0.00095370755,0.00203393683,0.0022636431,0.003988116235,-0.5448991"
Mitchell Iowa,"0.022330881,0.07450487650000001,0.0095357875,-0.0038186606,-0.0082332105,0.01933181335,-0.0454564125,-0.014497292500000002,0.021817774999999998,0.024830821000000003,0.034134124,-0.0210144735,0.0022371519500000003,0.0012621923499999998,0.0030270469999999997,0.0030632145,-0.002769478825,-0.01426656895,-0.006340741350000001,0.01434507765,0.001549255,0.0044689244,-0.0017070694,-0.00027669805000000037,-0.00544270495,0.0025269122515,0.0005941255000000006,0.0016642684999999997,-0.001854195,-0.0074497464,0.0015802455999999999,-0.0019509882,-0.010135501705000001,0.01048345615,0.00182046965,0.00026530091500000003,-0.011605427199999999,0.00511172655,0.00099902535,0.005856824435500001,-0.0026585459499999997,-0.011098258905,-0.00324488789,0.000564430815,0.00390825201,-0.005544367435,0.0041526596385,0.000277278745,-0.00221132402,-2.4575116500000003"
Mitchell Kansas,"-0.03485752535,0.0980846645,-0.00407180875,-0.008291077825,0.024772444100000002,0.015131692499999998,-0.021209276,-0.0256091483,0.00652995595,0.0012966803999999998,-0.002752136245,0.00963008605,-0.0141948751,-0.00610243642,0.0007347719500000001,0.016217233299999998,0.02090677655,0.0109612051,0.0033804179350000003,-0.009548637910000001,-0.0012798238149999996,0.0033028029499999998,-0.00876268755,-0.020434772532,-0.0008814316500000002,-0.01078897567,0.01493060345,0.010942807595,-0.001187494239,-0.008968105895,-0.001714276281,-0.007759743505,0.019946582262,0.0022218846149999996,-0.0029032854994999998,-0.00479510302,0.006968536297,-0.014165306745,-0.004673150158,0.00640515608,-0.0004451909050000001,0.004547196969,0.001666082035,-0.006776740457,-0.0032485440828499998,-0.00553640705335,-0.00666725489,0.005656321849,0.002269656185,3.72244286"
Mitchell North Carolina,"0.05885361,0.0026563839999999995,-0.018287038499999998,-0.0011696178500000005,0.0183477555,0.00414770925,0.011152,0.00502167095,-0.00903932895,-0.0225819315,-0.0032770662500000002,0.0081951895,0.00586133545,-0.00663515825,-0.011703188599999999,-0.005681866,0.0022707911000000003,-0.00996443585,0.00925329,0.00514025345,0.0146646775,-0.00641139785,-0.0038782720885,-0.0009842544,-0.0029866334499999998,-0.0095867162,-0.0057852653,0.013814330899999998,0.0008130698500000001,-0.0031653274500000003,-0.00601278865,-0.006864138045,0.007997214499999999,-0.00573228305,-0.00262588845,0.006292010125000001,0.0017146884500000002,0.0031062207500000003,0.0028548493999999997,0.00625864745,0.0082017856,0.00232880975,-0.00607328515,-0.00837371635,0.0075585859,0.00202450255,-0.0088497593,0.00534954615,-0.0007350810349999999,1.2467081"
Mitchell Texas,"-0.0008643276300000001,-0.07532475899999999,-0.02146273965,0.013178419,0.006424485799999999,-0.025308357499999996,0.0054027973,-0.0192543957,0.008631979549999998,-0.010515363949999999,-0.00277287503,-0.01506669335,0.006838102578,-0.00489230555,0.0018923878450000002,-0.004057234915,-0.0010170410500000004,-0.0021245722215,-0.001078682865,0.0038086563149999997,-0.0027256930000000004,0.001701364,-0.0008939159549999999,-0.002834758455,-0.01200842289,-0.00216087752,-0.00031002218999999986,0.0047857935585,-0.00266517253,-0.005021367275,0.002106647405,-0.00060360795,-0.004206452815,0.00064174065,0.00108175547615,0.0069365733241,-0.0020564529149999997,-0.00607207638,6.747793649999998e-05,0.007135623596,-0.00026144834799999997,0.0080850121945,-0.00162677553975,0.0013395072199999998,0.007209425026,0.0004307828065,0.0021332275936,0.00223810221575,0.0072218174085,0.648632525"
Mobile Alabama,"-0.041768305199999994,-0.10134654109999999,-0.0472392496,-0.0065041166,0.01618560472,0.0029216120000000005,0.01459953705,0.00870922371,0.0055809239299999995,-0.001998175865,0.012873960185,-0.008588796015,-0.003138288855,-0.02760588701,0.0076586496849999994,-0.01117528461,-0.0005797679785000001,0.00578888883,-0.014100985350000001,0.01219150191,-0.00935635621,0.0059671454350000005,-0.009045632565,-0.004477496505,-0.00936480169,0.0005864955050000002,0.00754151643,0.0040237286285,0.00041334023069999995,-0.004686557455,-0.0016140278900000004,0.0071805930866499995,-0.002979492185,-0.0001304016045,0.0007032087350000001,0.008264027620499999,0.003691391991,0.005153389937,0.0009695501195,0.001210561202,-0.0052450763170000005,0.003850533915,0.005418503349999999,-0.007233446855,-0.00033795036,3.212306499999996e-05,0.0049887385705,-0.003159944665,0.0006500254999999999,0.3175080600000001"
Modoc California,"-0.0099556274435,-0.019824487765,0.042583428549999996,0.0005430824499999994,0.010967522149999999,-0.00980719985,-0.01231633625,0.0158657972,-0.010350827350000001,0.0077848699499999995,0.0015577646099999998,0.0007736990399999995,0.004500713050000001,0.0048928206,-0.00530751845,0.0007496957500000003,0.006306599495,0.0126703306,-0.0027098018599999996,-0.01281062857,0.00771107227,-0.000306139948,-0.0033557173500000006,0.00105399136,0.0053287715,-0.00907003785,-0.0015133470999999998,-0.0051604544450000005,-0.008679557595,-0.0036213351499999997,-0.00258844707,0.00550306005,0.01126181985,-0.026389332,0.006386215315,-0.0154466215,-0.005809707665,0.0051604385950000005,0.00149665813615,0.00241898979,0.006197359399999999,0.0079264462,0.00022535895500000003,0.004814287595,-0.01032318205,0.002160743965,0.00324368653,-0.0034075063999999995,0.00267306108,3.146837415"
Moffat Colorado,"-0.0332128405,0.0250508215,-0.036303554592,-0.0281971475,-0.009629579499999999,-0.0131318355,0.00142898765,0.0156331195,-0.0038425564,-0.0136573445,-0.0027811460999999996,0.0064154979999999995,0.0091953265,0.0005567388499999998,0.0057468675,-0.006441860000000001,0.01129196175,0.0131828145,-0.007901577699999999,0.008839447,0.009392992000000001,-0.0019734901,0.0065514709,0.0014600632,0.0041234245,-0.004041784,0.000602239975,0.006647319499999999,-0.00510278225,0.00485795535,0.00176944315,0.0010749692999999997,0.0020097622999999997,0.010118,0.0032093202500000006,-0.0165238505,0.0037048318499999996,-0.0013773931,0.00458006035,-0.007418368,-0.0052620725,-0.00039765128,0.00043923675,-0.0010881737,0.00312288045,-0.00035403718999999997,0.0056561979,-0.00177939644,-0.00263579275,-3.21718855"
Mohave Arizona,"0.005983799,-0.077412581,-0.027606818,0.015098586999999998,-0.0016337157999999998,-0.011110695999999998,-0.00342958725,-0.006981218900000001,0.005198289,-0.01182947,0.005798057499999999,-0.010903508,-0.00346372265,-0.00026226344999999993,0.0054339309999999995,0.0008279754499999999,-0.0011678927499999998,0.019006236,0.0029813583,-0.0030294577000000004,-0.007423193,-0.00023435909350000002,-0.010523033999999999,-0.0011790696999999998,0.0068060735,0.0029474895499999997,-0.002428024205,-0.00431918215,0.0039395037,0.005310342,0.0056344445,-0.00234675825,-1.7133500000000076e-05,-0.0036707876499999996,-0.002379964145,-0.00028973729999999987,-0.0046335215,0.007433945000000001,0.00023624154999999985,-0.0027950315500000003,0.00261641975,-0.0036758351,-0.0082546535,-0.00188998335,-0.0033591345499999997,-0.0019897872000000003,-0.005091968,-0.0063285535,0.004664419,4.66507945"
Moniteau Missouri,"0.012325800500000001,-0.013161127,-0.006930374999999999,0.053720344999999996,-0.027680747,-0.03711726505,-0.008063935,-0.027558543499999998,0.019036478875000002,0.016254118,0.000614293635,-0.012754751400000002,-0.0090297935,-0.0138854115,0.0013737864999999998,0.00317846065,0.010053819,0.0034970452499999997,-0.011480552,0.006760706850000001,-0.006299723950000001,-0.011199116,-0.0012232823999999997,-0.00665640365,0.0061928585000000005,-0.011669163445,-0.00206093195,-0.0117446186,0.00566447785,-0.0042873568649999996,0.012448478315,-0.00214563741,-0.019748311235,-0.005766583485,0.0084265777,0.0041621864,-0.0137818478,0.014531572725,-0.01199089866,-0.002127154315,0.00920116772,-0.0072388695305,0.0046778923415000005,0.00224384167,-0.0009599561650000001,-0.0021051867150000004,0.012632344795,0.004662640690000001,0.010167917207,1.31822035"
Monmouth New Jersey,"0.0074507175499999995,-0.0123435434,0.07651412,-0.017043828,0.0210163195,0.0026893735000000016,0.016756561,0.02951596295,-0.008908907,0.01340310125,0.021370715999999998,-0.014236138000000002,0.013763157000000002,-0.0182005522,-0.0178059583,-0.008836165449999999,0.00409451565,-0.0130892815,0.0143701205,-0.0065421872499999995,0.00992730025,0.001042894,-0.007820536099999999,0.00868536885,0.009710667950000001,-0.0032763877025,0.0026993296500000003,0.01188410575,0.00363754735,0.00375776135,0.0175324624,0.0032393691000000002,-0.0118401829,0.002456742,-0.02268948635,-0.0034777162500000004,0.0096298508,-0.00021487015000000009,0.00376027425,-0.0005218667,-0.01782071603,0.00423294825,-0.01150088305,0.00513827935,-0.00124943645,-0.007157527305,0.00788546175,-0.006621801935,0.005114098405000001,-2.5737074"
Mono California,"0.050526959999999996,-0.035660922,-0.005076943499999999,-0.0170873387,-0.0136953604,-0.0031579592,-0.0059904168,-0.0186543235,-0.007473811500000001,-0.0007573865000000003,0.01314798195,-0.0021837539999999996,-0.00795381602,0.0070911370999999996,-0.0011559861000000002,-0.006964238555,-0.0047841886250000005,0.0071518935,0.009424083,-0.004114138515,-0.00555194295,-0.00295858005,-0.0078087765,0.00551702265,0.0048878448185,0.00384088425,-0.003050563676,0.0033656211999999997,-0.01117058115,0.01615785435,0.00682889865,0.00199261425,0.0005259199300000001,-0.0050851629499999995,-0.009141895099999998,-0.00251001985,-0.00230395889,0.00301559021,0.00602047535,0.0130716455,-0.00031669497,0.001860790745,-0.0017473063000000002,0.0017959893850000002,0.009573853700000001,0.0074500903900000005,0.001679074455,-0.0016436579,0.0008665186,2.5845916499999997"
Monona Iowa,"-0.017632763450000002,0.0446160285,0.0129274535,-0.0067452384999999995,-0.036551614499999996,-0.001555970999999998,-0.0178266155,-0.0008919830000000007,0.008640746,0.0117468576,0.0119459231,-0.0157476515,-0.018173786,-0.01216037315,-0.0053644711,-0.005495298,0.0036207055,0.0132551345,-0.004526310499999999,-0.007803215600000001,0.0011023559500000003,-0.00437162656,-0.0023381265,-0.007283212,3.478150000000001e-05,0.0003377219499999999,0.0031616292500000003,0.00586930775,0.0005714646,0.0046034169,0.011145439350000001,-0.00482415905,0.0001789831,0.008093032415,-0.008163676180000001,0.0037572484500000003,-0.00648847615,-0.0035146386,0.003625335155,0.0011776795,-0.004594869005,-3.652101499999999e-05,-0.000421555485,0.00426982546,0.005407136225,0.0018629410649999999,0.001071866815,0.0029688252385,0.003840804185,0.9198767999999999"
Monongalia West Virginia,"-0.030256734900000002,0.009628117395,0.00100006514,0.0011576606100000002,-0.0014769765999999998,0.0007437367700000001,-0.0025294651000000003,0.00045758444999999953,-0.0009725059150000001,0.008594823815000001,-0.012618841254999999,0.02342123585,-0.0039379221,-0.0104082718,-0.00577482024,-0.0075287541575,0.001006521295,0.0030984984550000002,-0.003940677635,-0.0021447081569999998,0.0050886805399999995,0.0029171856934999997,0.00496699675,-0.006963320165,0.0101885139,-0.00047876870999999984,0.00576893345,-0.0005033178199999998,-0.0038811058000000004,-0.0046969056499999995,-0.01031629295,-0.007485930445,0.001604389036,0.0049953641,-0.007623541405,0.01013172785,0.002874394793,-0.00407096633,0.00196716568,0.00094797303,0.0043313529149999995,-0.00051370694305,0.0048692117,-0.00776527655,0.000683905185,2.3561237499999986e-05,-0.003414684925,-0.008717428550000001,0.006908281,-1.263398895"
Monroe Alabama,"-0.01983801,0.016140315,-0.019357455000000003,0.0363681,0.030909529999999998,-0.023846930000000002,0.016924935,-0.006842455000000001,-0.0071717149999999995,0.00965701,0.005860215,-0.007513830000000001,0.0071208700000000005,0.010131125000000001,0.0097017,-0.006696125,0.004700195000000001,-0.018541025,0.0028269949999999997,-0.0033851999999999997,-0.0068219349999999995,0.00044074500000000004,-9.648000000000013e-05,0.0061037949999999995,-0.00869732,0.005540925,0.00811793,-0.0002692949999999997,-0.0029934849999999997,-0.00878639,-0.001412,-0.011468889999999999,0.0018002299999999999,-0.0006532249999999999,0.00739984,0.0030503500000000003,-0.00124774,-0.00733821,0.010252929999999999,0.001931565,0.0019693899999999997,0.004539385,0.00474902,-0.001967795,-0.0038112099999999998,-0.00490935,0.00489722,-0.0021381,0.0018104999999999998,0.00035459999999999995"
Monroe Arkansas,"-0.00491730503,-0.0127203305,-0.035355125,0.020257234,-0.015140073,-0.0316083675,0.0009609029999999999,-0.008949467499999999,0.01135186,-0.0093731035,-0.01314329,-0.007149666000000001,-0.00019995699999999974,7.698880000000033e-05,0.01163008045,0.0122020515,-0.0031056411,-0.0089878313,-0.00364471815,0.011002685,0.006742073545,0.00870313035,0.00988199125,-0.0010209159,-0.0029898049000000003,-0.00630576117,-0.0011081455999999998,0.0121830485,-0.00155705565,0.0058263767203499996,-0.0057392056,-0.004588885585,-0.0055830726999999995,-0.0027319688,-0.0014277445,0.00165611114,-0.00414280854,-0.000872133867,0.0049792089199999995,0.005537937705,-0.004606312835,-0.00628787295,0.004114342135,0.002438419275,-0.003318494375,0.0034876961,-0.002511190315,-0.00245549819,-0.0016402900150000001,-1.27848075"
Monroe Florida,"0.0032429449999999997,-0.00249951,0.0036371700000000003,-0.015460894999999999,0.050339975,0.012177175,0.03877401,0.0037594399999999997,-0.0158575,-0.01647947,-0.00349105,-0.020357680000000003,0.006948569999999999,-0.006111740000000001,0.01086088,-0.004627755,0.00233234,-0.011166220000000001,0.003372475,-0.00434641,0.0055959849999999995,-0.0005011549999999997,-0.00949015,0.010102025,0.00265223,0.015831405,0.00938792,0.009507145,0.00863091,-0.01536368,-0.01171958,0.0054488850000000005,0.007128445,0.001957365,0.0012928700000000002,0.00405863,0.01184436,-0.007618885,0.00047240999999999993,0.0027272499999999996,0.00070793,0.001562855,0.013847294999999999,0.007764895,0.00940063,0.002777045,-0.002901355,-0.01491906,-0.003047815,-0.004599"
Monroe Georgia,"-0.033293554,-0.0277041455,0.002995382,0.012296819,-0.002866548,0.01694959,-0.0030621441049999997,-0.008216181,0.0006105952500000001,-0.0062855577,-0.0006219653740000001,0.009338299,0.00025557417000000003,0.0086336334,0.00158884245,-0.012062772199999999,0.0023444111199999998,-0.014392544850000001,0.0080094684,-0.00265818771,-0.0044541616,-0.0013617497,0.008516847265,-0.0008263053500000001,0.0029039876,0.00296692225,0.0023015987500000002,0.00682514118,0.0008820416500000001,-0.0056236961000000005,0.00394176065,-0.0106020131,0.00627651475,-0.0020747054,-0.0044233024,0.0063324329685000005,-0.00244972095,-0.004613163940000001,0.00591861471,0.01033756855,0.0031417447,-0.00207863154,0.0014200149,0.00132438559425,-0.00240124801,-0.001795519465,-0.00083233522,-0.00055512813,-0.001899232335,-1.7828747999999999"
Monroe Illinois,"-0.02456165,0.06141455,0.0037192249999999996,-0.00965272,-0.00969484,0.019318765,-0.006693575,0.011651145,-0.003959535,0.01502922,0.006005805,0.007481110000000001,0.024271945000000003,0.008485755000000001,0.0024079649999999998,-0.002445355,-0.0029295000000000002,-0.004963525,0.0028173350000000002,-0.00506129,0.0015672249999999998,0.00535797,-0.004260700000000001,-0.00216407,0.00223425,-0.00057791,0.01214047,0.006612225,0.012690294999999999,-0.00430905,-0.00383366,0.003909855,0.0040358799999999995,0.004998655,-0.00496991,0.00564019,0.002237935,-0.0061071400000000005,-0.00257026,0.0019198849999999999,0.004742785,-0.00313486,0.001276665,0.00534189,0.00522725,-0.005291875,-0.00118548,0.001762455,-0.00285698,-0.004278499999999999"
Monroe Indiana,"-0.08980396,-0.035963694,0.0007847819999999995,0.012978067000000001,-0.013537775,0.01090522,-0.003155464499999999,-0.003499764,0.0012824224,-0.01118088735,-0.00382698051,0.010120312,-0.0002463052000000001,0.0114648986,0.0005815322999999999,-0.0021893813500000006,-0.00331283665,0.0038155671,-0.000109909635,-0.01331655455,-0.014017276450000001,0.003904612,0.0016307497,0.00040628916,0.0021469143,-0.00024870174999999987,-0.0053993602500000005,0.00319512665,0.0083496645,-0.015268210949999998,-0.0027696203,-0.0018272571099999999,-0.004845391715,-0.001544955,-0.001054887755,0.0092552646,0.00651438075,-4.3341699999999985e-05,0.00648420655,0.0020760568749999997,-0.0008007404449999998,-0.002004399405,-0.0016415642,-0.0040224977,0.00214117807,-0.00107322185,0.00659395535,-0.004215978396,-0.0130729964,3.5922870000000002"
Monroe Iowa,"-0.05716285945,0.04202491696,0.016250778785,-0.01724934205,-0.0026510357850000003,0.0023608682450000007,-0.01883450615,-0.0039928657999999985,-0.0065651941,0.012229489149999998,-0.0014417751200000001,0.0086204349,-0.00322598755,0.015679460005,0.004249899039,0.00820404781,0.0004439270149999997,-0.00250508588,0.0010185604950000001,-0.0015692469414,0.0050777512549999996,-0.001212550385,-0.0107099217605,0.0046742067249999995,0.0008117677436999999,-0.01116056134,0.002799745995,0.0003042542349999998,0.004221745765,-0.0077448438400000005,-0.0029524139077000003,0.00423787243,0.003687107355,0.0058046312776499995,-0.00233408716,0.00013505574499999987,-0.007750696034999999,0.003462579085,-0.0048963005185,-0.004095108595,0.0021751695691,-0.00625408880835,0.00283508061,0.001206587623,0.000349924665,0.004737764262499999,0.0039263256755,-0.006930223185,-0.005554937585,4.66100086"
Monroe Kentucky,"0.020744248,-0.0048688085,-0.052187251500000004,0.055078640000000005,0.01822905465,-0.017572705,-0.012026607,-0.01922009995,0.003328215,-0.0206205459,-0.0337612645,-0.0068188015,0.0081425905,-0.007408674,0.0060937245,0.0003837865500000001,0.00502653725,-0.00413641045,-0.006516905799999999,-0.0080709793,0.0059104807,-0.010618756850000001,-0.0125032145,0.004332065600000001,-0.0007476692500000002,0.0010765763500000002,0.00885588985,0.0029489162000000003,-0.000290468015,-0.0003731797000000002,-0.0027510814,-0.0088611998,0.0019090186,-0.010282113405,-0.00240716365,0.0024210149850000004,0.01071254829,-0.005460321299999999,-0.00219981909025,0.007965023985,-0.010009768450000001,-0.009199970155,0.0024493127999999998,0.0023937174135000004,0.00310148898,0.000857215601,0.0061402622545000006,0.009039765784999999,0.005493748295,-0.51300895"
Monroe Michigan,"-0.00269927245,-0.02792771755,-0.002089778725,-0.0032562087,-0.00416900418,0.020586140795000003,-0.03364197545,0.003530171345,0.002829931955,-7.096250500000009e-05,-0.01787557425,0.00047092689999999986,0.014931853694,0.012803427000000001,0.01289848432,0.00738754076,-0.008521006729999999,-0.017950238391,0.0052101881400000005,-0.01996467314175,-0.0028005929849999997,-0.0007629993450000002,-0.0059915553,0.011870176525,-0.0046233403400000005,0.0072848525849999995,0.00586958871,0.005554852779999999,0.013681447900000001,-0.02499343943,-0.005174296045,-0.0086900418245,-0.003829796282,-0.000350668855,-0.004825379155,0.013077805120000001,0.014441583565,-0.023965676779999997,0.010525350215,0.00555525658,0.014415506640000002,0.001180677048,0.009451950850000002,0.005620751988,0.0098033199085,0.0043053671100000005,0.005457599096,-0.00646452977265,-0.000273501092,-1.797126275"
Monroe Mississippi,"0.044432477,0.018479531,-0.032085,0.013249896,0.019219909,-0.00621441465,0.027854834000000002,-0.014932352675,0.014647542000000001,0.0007650374,-0.0216135925,0.01048021765,4.0687999999998795e-05,-0.00386497055,0.01321543,0.012345616,-0.00293436515,-0.0013748164,-0.01335434555,0.006574283,0.00493791945,0.0008708812500000003,0.0007023677999999996,0.0081893823,0.00344342283,0.011230207749999999,0.0067212072999999995,0.0077827114,0.0054075823645,-0.0114377457,-0.0046802831,-0.006635972,-0.00136262725,-0.00242249175,0.0043646080600000005,0.00260139958,0.004369483,-0.009193195500000001,0.000540494835,0.00440660555,0.005006022295,0.009955088815,0.0052729476550000005,0.006288486457000001,0.000570687275,0.0012056081700000001,0.004235186514999999,-0.0007618951149999999,-0.00284308359,-2.51212445"
Monroe Missouri,"-0.0026800091,0.047402418499999995,-0.0015598551999999998,0.0184088345,-0.014005175849999999,-0.0291959735,-0.0243644555,0.022266701,-0.006758256000000001,0.0126909128,0.0152954218,-0.01681720785,0.00095004387,-0.00608400045,0.020043386,0.0106072709,0.00387454105,-0.00957355965,-0.01279161155,0.0006334797500000006,-0.0053157629500000005,0.002684735855,0.012158197155,0.00314447445,-0.009364419799999999,0.0075323113,0.0073812396499999995,-0.00368979115,0.01516735612,-0.0209542576,0.00376926147,-0.00320586875,-0.0013425203099999999,0.0040546784,-0.00452114845,0.007087145755,0.0011964548499999999,-0.002232078805,-0.0030203576930000003,0.0031568212319999997,0.002101655115,-0.004266798180000001,0.001618245565,0.00216735179605,0.001521115086,-0.0001795828865,0.01167554902,-0.002707945055,-0.00613917787,0.5891273"
Monroe New York,"-0.02795754,-0.02837904,0.030411335,-0.008505815,-0.010693664999999998,0.01328302,0.01620775,0.01308513,-0.01459515,-0.01220074,-0.00250898,0.010270385,0.015522635,-0.0006494999999999999,0.01293265,0.01154377,-0.00118403,-0.008691959999999999,0.008246565,-0.008155555,0.008674285,-0.007522405,-0.014591690000000001,0.019331610000000003,0.0013888499999999996,0.009708795,0.01032023,0.00203951,0.007308775,-0.014603060000000001,0.00453884,-0.006629065,0.00112088,0.001445345,0.0015425550000000001,0.011220524999999999,0.012041159999999999,-0.00518825,0.001522885,0.00031532999999999995,0.0029732,-0.00153578,0.00281788,-0.00646883,0.01302001,0.0042004749999999995,0.005765665,-0.00495719,-0.0025902599999999996,0.0036334"
Monroe Ohio,"0.0017314399999999999,-0.030135324999999998,0.036266445,-0.00536366,-0.01426645,0.013264920000000001,-0.0036156,0.009505065,-0.005548935,0.001925,0.013018395,0.007680225000000001,0.00667611,0.012270725,-0.009859910000000001,0.0006322449999999999,-0.0027152350000000003,-0.00709517,-0.00040135499999999994,-0.004840674999999999,0.00133184,0.00686203,0.0027881600000000005,0.00429825,-0.001315295,0.001214025,-0.0007976700000000003,0.00603412,8.449499999999997e-05,-0.006859515,-0.00011951,0.0013791349999999999,0.01168305,0.00299532,-0.00133751,0.0058961199999999995,-0.0020164700000000002,-0.00771614,0.0016521199999999998,0.001118285,-0.00397045,0.0021578350000000003,-0.003644945,0.0032478050000000003,0.002453545,0.002300675,-0.0044689,-0.004316295,-0.0007933700000000001,-0.00621785"
Monroe Pennsylvania,"-0.00957617,-0.005827229999999999,0.00774988,-0.029917295,0.011924615000000001,0.039314345,0.014280029999999999,0.01387159,-0.012738594999999998,0.013403155,-0.020051705,0.010455780000000001,0.01249284,0.006934109999999999,0.007540085,-0.009394224999999999,-0.0020960700000000002,-0.007964475,-0.0055708599999999995,-0.00383811,-0.00425413,-0.0014436050000000001,-0.008454965,0.01643734,0.00287221,0.0015105149999999998,-0.0005799199999999998,0.00839099,0.004892955,-0.015200874999999999,0.00477858,-0.00213504,-0.009214360000000001,0.007061615,-0.0012062099999999999,0.005174835,0.0031362199999999995,0.001798445,-0.001525945,-0.0054709550000000004,0.00364128,0.00519985,0.002690455,-0.006494315,-0.00198629,0.005779185,0.0053107200000000005,-0.008467845,-0.004582675,-0.0025042999999999997"
Monroe Tennessee,"-0.016092677,-0.01929683425,-0.002487393000000001,0.005294092,-0.0172483565,-0.0263105055,-0.0073516367499999995,0.0107195437,-0.0032132920000000004,-0.0118837135,-0.0096900760485,-0.006488198850000001,0.01191674605,-0.0015104994000000001,0.0033241529000000002,-0.008120782,0.00817498345,-0.00623498615,0.00791515825,0.004454955575,-0.0017144989,-0.00015372325,0.0006606506,-0.0130301132,-0.00166367425,-0.00278288811,0.0027867320999999997,-0.00339422925,0.0009564866999999999,0.00551421225,0.0018839135,-0.005666089185,-0.000831448825,0.00043147567624999997,-0.0089392017,0.004895759045,0.0037711102000000003,0.007652482150000001,0.0026811190699999998,0.002714088437,0.0006724704595,0.00127621005,0.0074012284550000005,-0.000985675565,-0.007501792960000001,-0.0012482857750000002,-0.0027832786549999997,0.001604555745,0.006110455575,-4.0805853"
Monroe West Virginia,"0.0041118160500000014,0.02625865375,0.0345133827,-0.008288285175,0.004073185155000001,0.013094756550000001,0.022707838600000002,0.02001095275,-0.0216945369,0.0205278739,-0.0030736130149999997,-0.012863989749999999,0.0074626486999999995,0.004376827904999999,-0.01699182815,-0.008367640860000001,0.01140214040455,-0.01103250063,0.01822080035,-0.007650063994999999,0.0072442571,-0.008167200545,0.01824212355,0.01988695665,0.00685660095,-0.017146352099999998,-0.00525893685,0.004359186649999999,-0.00557194675,-0.00115312512,-0.00050113915,0.0065238414800000005,-0.0031928681399999996,0.00768617909,-0.0092356880685,0.00424636703,-0.01145862905,0.001259943825,-0.00240055491,0.0005606369750000001,0.0033958489,0.001729589915,0.008682197655000001,0.00036737505999999995,0.006199266155,0.007638455405,-0.004630290210999999,-0.01264930733,-0.0002333477735,0.7527127"
Monroe Wisconsin,"-0.0076065635,-0.0017609265,0.0006746769499999996,0.0059745323,0.0061408968,0.021326637,-0.014033345700000002,-0.004271662549999999,0.028582024999999997,0.008073813899999999,0.006501199,0.002751754565,0.0064709325,-0.0074985972,0.025801140700000003,0.0027019597999999997,-0.0038054765500000003,-0.00355853314,-0.00040098865000000013,-0.00989193185,0.0089884208,0.005437458399999999,-0.014886022499999998,-0.013195627849999999,0.00827450675,0.0011433953999999999,0.0030449875000000005,0.0069648828,0.00020817995000000007,-0.009570028555,-0.0026883368800000003,-0.0020694253000000003,0.00365893565,0.0027709835,0.005923386100000001,0.00463965875,-0.000594594289,-0.0027776733,-0.000988779,0.0010914140000000002,-0.0059758256,-0.00387924785,0.0025873687000000003,0.0017594363,0.002414619475,-0.0014074009,-0.00221319294,-0.00389481515,-0.00026938471895,0.44263510000000006"
